Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb
13.10 L/100 km,8.20 L/100 km,10.89 L/100km
20.45 MPG (AS),36.69 mpg Imp.,28.85 mpg Imp.
13.92 MPG (AS),23.29 MPG (AS),7.23 km per L
31.74 mpg Imp.,7.90 L/100 km,8.45 L/100km
11.60 L/100 km,8.90 L/100 km,22.65 MPG (AS)
1.24 L/10km,7.60 liters per 100 km,27.59 mpg Imp.
10.60 liters per 100 km,40.94 mpg Imp.,31.62 mpg Imp.
17.99 mpg Imp.,25.45 mpg Imp.,7.34 km/L
10.20 L/100 km,12.82 km per L,9.12 L/100 km
15.37 MPG (AS),9.50 L/100km,12.69 L/100km
10.60 L/100 km,1.01 L/10km,27.23 mpg Imp.
20.90 L/100km,1.22 L/10km,16.98 L/100 km
13.60 L/100 km,25.92 mpg Imp.,8.07 km/L
9.01 km/L,11.76 km/L,0.99 L/10km
1.82 L/10km,19.28 MPG (AS),6.45 km per L
17.02 mpg Imp.,,
17.66 mpg Imp.,11.36 km per L,18.43 MPG (AS)
4.88 km/L,17.30 MPG (AS),17.39 liters per 100 km
9.90 liters per 100 km,11.63 km per L,25.25 MPG (AS)
1.23 L/10km,10.40 L/100km,11.45 L/100km
16.40 L/100 km,8.50 L/100km,7.79 km/L
23.54 mpg Imp.,31.79 MPG (AS),9.93 L/100 km
11.76 km per L,5.70 liters per 100 km,13.81 km/L
19.10 L/100 km,9.70 L/100km,14.87 L/100km
10.70 L/100 km,40.35 mpg Imp.,11.07 km per L
17.40 liters per 100 km,8.40 km per L,15.76 MPG (AS)
0.84 L/10km,6.90 liters per 100 km,0.77 L/10km
21.98 MPG (AS),11.49 km/L,9.80 L/100 km
0.77 L/10km,,8.38 L/100 km
12.40 liters per 100 km,7.50 liters per 100 km,1.02 L/10km
8.00 km per L,10.87 km per L,11.02 L/100 km
8.55 km/L,11.49 km/L,1.03 L/10km
20.47 mpg Imp.,21.00 MPG (AS),7.92 km per L
30.70 mpg Imp.,30.55 MPG (AS),11.73 km per L
13.30 liters per 100 km,8.33 km/L,18.50 MPG (AS)
not-available,14.80 L/100km,17.16 liters per 100 km
1.57 L/10km,0.86 L/10km,12.51 liters per 100 km
6.85 km/L,10.00 km per L,22.54 mpg Imp.
12.35 km/L,7.00 liters per 100 km,0.76 L/10km
18.83 mpg Imp.,30.05 mpg Imp.,18.85 MPG (AS)
1.13 L/10km,8.50 liters per 100 km,23.43 MPG (AS)
17.00 L/100 km,10.70 liters per 100 km,16.61 MPG (AS)
14.90 L/100 km,9.01 km per L,1.32 L/10km
27.43 mpg Imp.,8.80 L/100km,0.96 L/10km
12.85 MPG (AS),12.99 km per L,20.88 mpg Imp.
1.15 L/10km,9.60 L/100km,9.39 km per L
21.00 L/100km,6.06 km per L,14.89 mpg Imp.
0.91 L/10km,7.60 L/100 km,8.43 L/100km
zero,32.67 MPG (AS),10.89 km/L
1.01 L/10km,7.60 liters per 100 km,8.97 L/100 km
10.64 km per L,12.82 km/L,0.87 L/10km
16.14 mpg Imp.,,16.51 L/100 km
8.70 L/100 km,38.17 mpg Imp.,8.12 L/100 km
19.40 liters per 100 km,9.17 km per L,15.57 L/100km
14.71 mpg Imp.,16.62 mpg Imp.,15.51 mpg Imp.
9.80 L/100 km,8.10 liters per 100 km,31.27 mpg Imp.
23.29 MPG (AS),12.99 km per L,31.32 mpg Imp.
0.91 L/10km,44.84 mpg Imp.,12.76 km/L
1.10 L/10km,13.89 km per L,9.29 L/100km
12.92 MPG (AS),9.60 L/100km,14.33 liters per 100 km
9.26 km/L,13.70 km/L,10.84 km/L
10.00 L/100 km,30.55 MPG (AS),26.24 MPG (AS)
9.35 km per L,8.60 liters per 100 km,0.98 L/10km
11.80 liters per 100 km,9.00 liters per 100 km,9.49 km/L
12.80 liters per 100 km,10.10 km per L,1.15 L/10km
16.13 km/L,zero,15.67 km per L
20.77 mpg Imp.,28.82 mpg Imp.,8.41 km/L
10.27 MPG (AS),11.40 liters per 100 km,15.94 mpg Imp.
5.62 km/L,1.24 L/10km,6.51 km per L
9.52 km/L,0.74 L/10km,0.91 L/10km
11.11 km/L,16.39 km per L,36.71 mpg Imp.
9.20 liters per 100 km,39.79 mpg Imp.,28.49 MPG (AS)
9.90 liters per 100 km,6.80 L/100 km,33.21 mpg Imp.
8.06 km per L,22.40 MPG (AS),11.54 L/100 km
0.98 L/10km,34.59 MPG (AS),8.45 L/100 km
15.20 L/100km,10.64 km/L,7.94 km/L
12.20 L/100km,8.10 L/100 km,10.36 L/100km
9.09 km per L,25.57 MPG (AS),27.72 mpg Imp.
21.78 MPG (AS),0.67 L/10km,26.27 MPG (AS)
13.50 L/100km,11.24 km/L,11.43 L/100 km
10.80 liters per 100 km,28.68 MPG (AS),9.63 L/100km
1.99 L/10km,10.10 liters per 100 km,15.49 L/100km
1.23 L/10km,1.10 L/10km,11.71 L/100km
8.80 liters per 100 km,11.90 km/L,27.29 MPG (AS)
11.40 liters per 100 km,9.00 L/100 km,10.32 L/100km
8.90 liters per 100 km,7.70 liters per 100 km,not-available
0.80 L/10km,8.20 L/100 km,8.09 L/100 km
15.87 mpg Imp.,0.95 L/10km,14.06 L/100 km
10.50 L/100km,33.63 mpg Imp.,24.62 MPG (AS)
12.85 MPG (AS),11.53 MPG (AS),1.92 L/10km
13.26 mpg Imp.,1.44 L/10km,18.20 L/100 km
26.73 MPG (AS),7.10 L/100km,not-available
9.70 L/100km,,11.85 km per L
14.34 MPG (AS),1.09 L/10km,16.89 MPG (AS)
8.40 liters per 100 km,7.30 L/100km,0.79 L/10km
8.62 km per L,13.16 km/L,28.82 mpg Imp.
15.10 L/100km,18.97 MPG (AS),13.88 L/100 km
12.20 km per L,34.09 MPG (AS),7.62 liters per 100 km
0.83 L/10km,13.16 km per L,29.46 MPG (AS)
4.80 L/100km,16.39 km/L,5.38 liters per 100 km
,8.10 L/100 km,12.78 km/L
10.87 km/L,8.00 L/100 km,0.87 L/10km
10.99 km/L,44.14 mpg Imp.,29.83 MPG (AS)
13.36 MPG (AS),11.40 liters per 100 km,14.81 liters per 100 km
8.90 liters per 100 km,7.60 L/100km,12.03 km/L
11.49 km per L,7.40 liters per 100 km,12.32 km/L
21.40 mpg Imp.,8.77 km/L,12.39 liters per 100 km
8.60 L/100km,5.90 L/100 km,13.54 km per L
14.89 MPG (AS),8.93 km/L,20.57 mpg Imp.
1.03 L/10km,10.87 km per L,9.80 L/100 km
10.70 L/100km,14.93 km/L,8.90 L/100km
1.52 L/10km,9.90 km per L,12.90 L/100km
1.13 L/10km,,not-available
5.81 km per L,9.43 km/L,14.23 liters per 100 km
6.58 km/L,8.60 liters per 100 km,8.18 km per L
55.39 mpg Imp.,15.10 liters per 100 km,29.43 mpg Imp.
11.00 L/100 km,13.33 km per L,9.43 L/100km
14.71 mpg Imp.,10.40 L/100km,15.24 L/100km
11.70 L/100km,0.64 L/10km,zero
10.70 liters per 100 km,13.33 km per L,9.26 liters per 100 km
11.00 liters per 100 km,40.35 mpg Imp.,30.70 mpg Imp.
21.19 MPG (AS),0.63 L/10km,11.19 km/L
12.10 liters per 100 km,27.35 MPG (AS),10.53 L/100 km
27.43 mpg Imp.,35.11 MPG (AS),8.68 L/100km
30.70 mpg Imp.,6.10 L/100km,36.19 mpg Imp.
16.90 liters per 100 km,22.19 MPG (AS),
25.92 mpg Imp.,7.30 liters per 100 km,zero
8.50 liters per 100 km,31.79 MPG (AS),29.38 MPG (AS)
16.30 liters per 100 km,9.62 km/L,13.64 L/100 km
5.88 km per L,10.20 liters per 100 km,1.39 L/10km
7.87 km per L,9.80 liters per 100 km,11.39 liters per 100 km
67.26 mpg Imp.,40.94 mpg Imp.,5.42 L/100km
9.20 L/100 km,14.29 km per L,28.65 MPG (AS)
20.63 MPG (AS),11.11 km per L,9.69 km per L
0.50 L/10km,35.64 MPG (AS),0.57 L/10km
16.81 mpg Imp.,1.17 L/10km,16.22 MPG (AS)
18.83 mpg Imp.,25.92 mpg Imp.,7.60 km/L
18.50 liters per 100 km,zero,15.71 liters per 100 km
11.40 L/100km,15.00 L/100 km,7.68 km/L
15.30 L/100km,10.60 L/100 km,1.32 L/10km
18.70 L/100km,8.20 km per L,15.78 L/100km
11.20 L/100 km,0.88 L/10km,10.12 liters per 100 km
11.24 km per L,8.00 L/100km,11.77 km/L
8.40 km/L,26.73 MPG (AS),10.51 liters per 100 km
9.90 km per L,12.20 km per L,zero
,11.10 liters per 100 km,1.43 L/10km
12.70 L/100 km,31.04 mpg Imp.,11.08 L/100 km
12.80 liters per 100 km,7.70 L/100 km,10.51 liters per 100 km
6.10 km per L,10.20 liters per 100 km,13.61 L/100km
6.60 liters per 100 km,6.50 liters per 100 km,35.88 MPG (AS)
9.20 L/100km,7.10 L/100 km,8.26 L/100 km
13.58 mpg Imp.,12.20 L/100km,5.91 km/L
12.12 mpg Imp.,1.95 L/10km,4.63 km per L
6.90 km per L,9.70 liters per 100 km,22.89 mpg Imp.
14.70 L/100 km,1.27 L/10km,20.47 mpg Imp.
6.30 L/100 km,7.50 liters per 100 km,6.84 liters per 100 km
20.18 mpg Imp.,24.78 mpg Imp.,7.79 km/L
22.84 MPG (AS),6.80 L/100 km,8.72 L/100 km
1.67 L/10km,10.40 L/100km,7.21 km/L
5.15 km per L,23.54 mpg Imp.,6.22 km per L
1.11 L/10km,10.64 km per L,9.68 km/L
15.40 L/100km,1.07 L/10km,13.29 liters per 100 km
4.90 L/100km,16.13 km per L,42.88 MPG (AS)
0.75 L/10km,0.75 L/10km,0.75 L/10km
,24.00 MPG (AS),14.20 liters per 100 km
7.80 L/100 km,14.71 km per L,
26.90 mpg Imp.,9.20 L/100km,9.91 L/100km
12.20 L/100 km,zero,9.92 km/L
8.70 L/100km,35.11 MPG (AS),36.22 mpg Imp.
18.38 MPG (AS),8.00 liters per 100 km,10.64 liters per 100 km
21.19 MPG (AS),15.87 km per L,8.94 L/100km
10.42 km per L,30.55 MPG (AS),8.74 liters per 100 km
17.00 L/100 km,11.50 L/100 km,16.19 MPG (AS)
1.07 L/10km,13.33 km/L,9.26 liters per 100 km
17.42 MPG (AS),37.17 mpg Imp.,10.85 L/100 km
30.70 mpg Imp.,6.90 L/100 km,0.82 L/10km
27.43 mpg Imp.,7.70 liters per 100 km,9.13 liters per 100 km
15.89 MPG (AS),9.80 km/L,12.73 liters per 100 km
1.78 L/10km,9.30 L/100km,13.97 L/100km
13.70 L/100 km,24.35 mpg Imp.,22.15 mpg Imp.
8.62 km/L,37.66 mpg Imp.,0.98 L/10km
5.43 km per L,11.10 L/100km,15.12 liters per 100 km
1.00 L/10km,,
0.85 L/10km,39.87 MPG (AS),not-available
23.06 MPG (AS),14.71 km per L,0.87 L/10km
1.62 L/10km,9.90 km/L,17.48 MPG (AS)
0.90 L/10km,33.13 MPG (AS),34.68 mpg Imp.
6.54 km/L,24.00 MPG (AS),7.80 km/L
6.25 km per L,10.75 km/L,7.70 km per L
21.10 liters per 100 km,15.27 MPG (AS),18.54 L/100km
16.00 L/100 km,8.90 L/100 km,1.28 L/10km
12.60 L/100 km,6.90 L/100 km,10.04 L/100km
13.10 liters per 100 km,10.70 L/100 km,8.32 km per L
19.60 MPG (AS),8.20 L/100km,9.72 km/L
19.93 MPG (AS),9.20 L/100km,1.06 L/10km
,6.00 L/100 km,8.20 liters per 100 km
18.82 MPG (AS),8.10 L/100km,26.85 mpg Imp.
11.90 liters per 100 km,0.82 L/10km,27.60 mpg Imp.
6.13 km/L,10.60 L/100 km,13.73 liters per 100 km
8.33 km per L,12.20 km per L,
14.00 MPG (AS),9.50 L/100 km,7.40 km/L
1.17 L/10km,8.20 L/100km,10.12 L/100 km
11.30 L/100 km,13.16 km/L,29.32 mpg Imp.
13.84 MPG (AS),1.24 L/10km,1.49 L/10km
15.47 MPG (AS),24.78 mpg Imp.,not-available
12.30 liters per 100 km,9.40 L/100 km,21.39 MPG (AS)
8.80 L/100km,,12.95 km per L
6.58 km per L,13.20 L/100km,19.75 mpg Imp.
7.41 km/L,0.90 L/10km,20.50 MPG (AS)
20.47 mpg Imp.,32.47 mpg Imp.,24.55 mpg Imp.
20.92 mpg Imp.,9.40 L/100km,11.65 L/100 km
9.71 km/L,8.70 L/100 km,9.58 liters per 100 km
28.25 mpg Imp.,34.59 MPG (AS),27.48 MPG (AS)
10.00 km per L,zero,9.37 liters per 100 km
20.00 km/L,17.24 km/L,5.36 liters per 100 km
20.10 MPG (AS),0.80 L/10km,1.00 L/10km
16.50 L/100 km,28.53 mpg Imp.,7.39 km per L
,22.42 mpg Imp.,14.53 liters per 100 km
7.69 km/L,26.73 MPG (AS),25.43 mpg Imp.
1.87 L/10km,10.20 L/100km,14.88 L/100km
6.90 km/L,0.75 L/10km,8.81 km per L
28.60 liters per 100 km,15.70 liters per 100 km,10.32 MPG (AS)
12.80 L/100km,9.10 liters per 100 km,11.13 liters per 100 km
7.70 liters per 100 km,7.10 liters per 100 km,13.46 km per L
14.98 MPG (AS),12.10 L/100km,20.06 mpg Imp.
0.89 L/10km,30.70 mpg Imp.,9.04 L/100km
16.90 L/100 km,23.94 mpg Imp.,16.11 MPG (AS)
10.99 km per L,13.16 km per L,8.43 liters per 100 km
11.36 km per L,8.00 L/100km,8.44 L/100 km
11.36 km per L,28.68 MPG (AS),8.53 liters per 100 km
1.02 L/10km,8.10 L/100km,10.80 km/L
1.31 L/10km,10.50 L/100 km,19.72 MPG (AS)
20.47 mpg Imp.,8.90 L/100 km,8.62 km/L
1.96 L/10km,1.14 L/10km,15.91 liters per 100 km
15.52 mpg Imp.,12.30 L/100 km,15.54 liters per 100 km
10.20 liters per 100 km,7.90 L/100 km,9.16 L/100 km
13.98 mpg Imp.,23.06 MPG (AS),15.70 liters per 100 km
4.20 liters per 100 km,6.90 L/100 km,18.47 km/L
1.10 L/10km,27.04 MPG (AS),10.04 km per L
10.99 km/L,0.81 L/10km,8.65 liters per 100 km
2.24 L/10km,1.85 L/10km,20.64 L/100 km
11.49 km/L,12.20 km/L,11.80 km per L
7.04 km/L,9.90 km per L,8.09 km/L
7.19 km per L,9.30 L/100 km,23.88 mpg Imp.
9.60 L/100 km,9.50 L/100 km,not-available
26.90 mpg Imp.,12.99 km per L,10.82 km/L
12.40 L/100km,11.24 km/L,10.82 liters per 100 km
9.26 km/L,7.30 L/100km,9.22 liters per 100 km
10.87 km per L,8.10 L/100 km,8.71 L/100 km
1.48 L/10km,10.60 L/100 km,12.91 L/100 km
9.60 L/100km,12.20 km per L,11.15 km per L
12.66 km per L,35.11 MPG (AS),13.59 km per L
9.70 liters per 100 km,8.50 liters per 100 km,30.84 mpg Imp.
1.22 L/10km,9.40 L/100 km,25.82 mpg Imp.
4.20 L/100km,0.91 L/10km,15.61 km per L
9.81 mpg Imp.,21.38 MPG (AS),2.08 L/10km
27.04 MPG (AS),34.59 MPG (AS),12.75 km/L
12.00 liters per 100 km,33.23 mpg Imp.,9.59 km/L
22.24 mpg Imp.,30.95 MPG (AS),10.40 liters per 100 km
16.90 liters per 100 km,17.55 MPG (AS),15.32 liters per 100 km
7.52 km/L,10.10 L/100 km,8.43 km per L
6.58 km per L,24.00 MPG (AS),1.28 L/10km
8.93 km per L,34.03 mpg Imp.,9.89 L/100 km
16.68 MPG (AS),20.82 MPG (AS),18.32 MPG (AS)
1.03 L/10km,8.50 L/100km,24.79 MPG (AS)
1.48 L/10km,11.10 L/100km,13.13 liters per 100 km
1.14 L/10km,8.90 liters per 100 km,1.03 L/10km
9.40 L/100 km,8.40 L/100km,8.95 L/100 km
28.53 mpg Imp.,35.31 mpg Imp.,9.04 L/100 km
13.60 L/100km,10.64 km/L,11.71 L/100km
8.80 liters per 100 km,7.90 liters per 100 km,8.39 liters per 100 km
13.30 L/100 km,12.82 km per L,10.82 L/100 km
,0.65 L/10km,5.24 L/100km
10.50 L/100km,0.66 L/10km,8.74 L/100km
11.80 L/100 km,8.40 L/100 km,not-available
11.20 L/100km,8.10 L/100km,10.20 km/L
48.70 mpg Imp.,40.94 mpg Imp.,6.29 liters per 100 km
15.08 MPG (AS),8.70 L/100km,12.49 L/100 km
0.89 L/10km,14.29 km/L,8.04 liters per 100 km
11.24 km per L,6.90 liters per 100 km,12.50 km per L
14.50 L/100km,10.30 L/100km,1.26 L/10km
1.13 L/10km,13.33 km/L,10.43 km per L
23.54 mpg Imp.,12.05 km/L,9.68 km per L
5.78 km/L,11.36 km/L,7.42 km/L
21.58 MPG (AS),36.22 mpg Imp.,10.52 km per L
13.36 MPG (AS),19.93 MPG (AS),1.50 L/10km
8.70 km/L,35.11 MPG (AS),25.18 MPG (AS)
12.60 liters per 100 km,12.99 km/L,22.63 MPG (AS)
8.26 km/L,10.87 km/L,26.17 mpg Imp.
4.78 km/L,15.38 km per L,6.93 km/L
27.04 MPG (AS),13.89 km per L,0.80 L/10km
16.60 L/100km,12.40 liters per 100 km,14.71 L/100 km
9.43 km per L,7.00 L/100 km,8.98 liters per 100 km
9.80 km/L,12.99 km/L,9.07 L/100 km
7.19 km/L,26.14 MPG (AS),11.70 L/100 km
6.33 km/L,1.19 L/10km,14.04 L/100 km
16.80 MPG (AS),1.03 L/10km,19.07 MPG (AS)
18.46 mpg Imp.,28.00 MPG (AS),12.20 liters per 100 km
10.10 km/L,0.70 L/10km,8.60 L/100km
1.08 L/10km,,24.89 MPG (AS)
17.00 L/100km,8.30 L/100km,1.31 L/10km
21.24 mpg Imp.,30.05 mpg Imp.,11.54 liters per 100 km
11.63 km per L,11.90 km/L,
11.00 L/100 km,,24.37 MPG (AS)
10.10 L/100km,12.66 km per L,9.11 L/100km
10.89 MPG (AS),10.64 km per L,16.11 liters per 100 km
,38.17 mpg Imp.,7.79 liters per 100 km
34.87 mpg Imp.,36.19 MPG (AS),31.87 MPG (AS)
19.50 L/100km,5.43 km/L,12.38 MPG (AS)
1.29 L/10km,13.51 km/L,9.59 km per L
0.94 L/10km,11.49 km/L,31.09 mpg Imp.
7.87 km/L,11.49 km per L,10.90 L/100km
8.80 L/100 km,14.71 km per L,7.90 L/100km
36.69 mpg Imp.,6.10 L/100km,zero
13.40 L/100 km,10.53 km per L,8.59 km per L
9.30 L/100km,10.42 km/L,10.60 km/L
5.29 km/L,6.94 km/L,5.93 km per L
8.33 km/L,11.76 km per L,9.59 km per L
22.60 mpg Imp.,8.80 L/100km,21.71 MPG (AS)
8.93 km/L,9.60 L/100km,10.48 L/100km
16.80 L/100km,22.84 MPG (AS),20.36 mpg Imp.
11.24 km per L,14.29 km/L,8.04 L/100km
9.17 km per L,0.74 L/10km,9.32 L/100km
6.58 km/L,19.09 mpg Imp.,15.02 L/100 km
15.80 L/100km,10.42 km per L,13.01 L/100km
17.50 liters per 100 km,6.00 liters per 100 km,zero
10.90 L/100 km,25.57 MPG (AS),10.13 L/100km
11.24 km/L,14.71 km per L,
12.40 L/100km,12.82 km per L,1.03 L/10km
36.19 MPG (AS),6.90 liters per 100 km,6.68 L/100 km
31.39 mpg Imp.,7.70 L/100 km,11.88 km/L
9.26 km per L,7.10 L/100km,9.13 L/100 km
1.46 L/10km,12.70 liters per 100 km,13.74 L/100km
11.30 liters per 100 km,13.70 L/100km,8.08 km per L
1.22 L/10km,8.10 L/100km,22.72 MPG (AS)
1.10 L/10km,8.40 liters per 100 km,9.83 liters per 100 km
9.17 km per L,30.55 MPG (AS),9.46 L/100km
7.30 km/L,10.50 liters per 100 km,1.23 L/10km
12.20 L/100km,10.00 L/100km,11.21 liters per 100 km
4.20 liters per 100 km,8.20 L/100 km,39.20 MPG (AS)
19.90 L/100 km,10.42 km per L,15.27 L/100km
11.63 km/L,7.20 L/100km,7.97 L/100km
5.35 km per L,9.90 km/L,14.83 L/100 km
1.49 L/10km,10.75 km/L,8.08 km/L
19.30 L/100km,0.78 L/10km,7.08 km/L
13.78 mpg Imp.,17.50 L/100 km,14.75 mpg Imp.
7.41 km per L,21.00 MPG (AS),8.02 km per L
8.20 liters per 100 km,6.40 L/100km,7.39 L/100 km
15.69 mpg Imp.,13.00 L/100 km,6.35 km/L
20.30 L/100 km,9.60 L/100km,1.55 L/10km
23.35 mpg Imp.,8.70 L/100km,10.57 L/100km
22.24 mpg Imp.,10.00 L/100km,24.60 mpg Imp.
22.19 MPG (AS),37.17 mpg Imp.,10.81 km per L
6.21 km/L,9.26 km/L,13.71 liters per 100 km
18.20 liters per 100 km,,18.83 mpg Imp.
12.50 L/100km,8.30 L/100 km,1.06 L/10km
10.20 km/L,8.00 liters per 100 km,zero
8.40 L/100km,5.80 L/100km,39.07 mpg Imp.
10.75 km/L,39.23 mpg Imp.,33.81 mpg Imp.
6.41 km/L,10.31 km per L,12.95 liters per 100 km
13.00 MPG (AS),12.00 L/100 km,18.40 mpg Imp.
10.90 L/100 km,30.05 mpg Imp.,9.78 km/L
11.90 L/100km,14.71 km/L,9.61 liters per 100 km
8.80 liters per 100 km,7.80 L/100 km,8.35 L/100 km
10.60 L/100 km,7.40 L/100km,25.68 MPG (AS)
8.20 L/100 km,13.89 km per L,7.75 liters per 100 km
9.80 L/100 km,13.16 km/L,11.35 km/L
15.70 liters per 100 km,11.00 liters per 100 km,7.36 km per L
,7.70 L/100km,9.96 L/100 km
11.70 L/100km,32.10 mpg Imp.,10.39 L/100 km
20.63 MPG (AS),8.10 L/100 km,23.72 MPG (AS)
1.19 L/10km,9.60 L/100 km,9.20 km/L
,7.70 L/100km,32.16 MPG (AS)
11.76 km per L,14.71 km/L,30.41 MPG (AS)
9.43 km/L,10.20 liters per 100 km,10.42 liters per 100 km
13.14 MPG (AS),,13.76 liters per 100 km
16.30 L/100 km,27.97 mpg Imp.,13.51 L/100km
10.00 L/100km,,
5.78 km/L,0.82 L/10km,13.21 liters per 100 km
1.56 L/10km,,13.35 liters per 100 km
28.68 MPG (AS),14.71 km/L,13.21 km/L
3.80 km per L,8.90 L/100 km,18.47 liters per 100 km
12.66 km per L,41.54 mpg Imp.,13.50 km/L
1.05 L/10km,13.70 km/L,9.06 liters per 100 km
31.39 mpg Imp.,13.89 km per L,12.21 km per L
27.97 mpg Imp.,25.57 MPG (AS),9.70 liters per 100 km
12.20 L/100km,8.10 liters per 100 km,10.36 L/100 km
24.25 MPG (AS),26.43 MPG (AS),9.34 L/100 km
32.85 mpg Imp.,6.90 L/100km,36.05 mpg Imp.
5.92 km/L,6.85 km/L,6.30 km per L
22.19 MPG (AS),,10.42 L/100km
1.05 L/10km,29.77 MPG (AS),25.21 MPG (AS)
43.56 MPG (AS),0.58 L/10km,5.58 L/100km
12.10 liters per 100 km,8.90 liters per 100 km,10.66 L/100 km
12.35 km/L,7.10 L/100km,13.07 km/L
8.10 L/100km,6.30 L/100 km,7.29 liters per 100 km
1.23 L/10km,33.60 MPG (AS),10.09 km per L
17.42 MPG (AS),8.70 liters per 100 km,8.82 km/L
10.80 L/100 km,0.86 L/10km,9.81 liters per 100 km
18.96 mpg Imp.,11.30 liters per 100 km,13.28 liters per 100 km
23.81 km per L,8.20 L/100 km,0.60 L/10km
9.35 km/L,18.18 km per L,8.36 liters per 100 km
25.85 MPG (AS),8.10 liters per 100 km,27.19 MPG (AS)
15.78 mpg Imp.,11.90 L/100 km,15.20 L/100 km
9.60 liters per 100 km,6.90 L/100km,8.38 liters per 100 km
1.41 L/10km,1.22 L/10km,
0.88 L/10km,8.50 L/100km,
11.60 L/100 km,8.50 L/100 km,10.21 L/100km
21.40 mpg Imp.,0.92 L/10km,1.14 L/10km
1.67 L/10km,14.10 L/100km,15.53 L/100 km
zero,11.76 km/L,1.04 L/10km
10.53 km/L,44.14 mpg Imp.,8.11 liters per 100 km
8.70 km/L,8.80 L/100km,10.29 L/100 km
16.30 L/100km,21.19 MPG (AS),13.96 L/100 km
15.50 L/100km,6.25 km/L,6.36 km per L
20.20 L/100km,7.30 km per L,17.27 L/100km
24.14 mpg Imp.,8.40 liters per 100 km,9.79 km/L
19.48 mpg Imp.,13.89 km/L,11.21 liters per 100 km
5.56 km/L,12.10 L/100 km,15.33 MPG (AS)
,9.00 L/100 km,25.60 mpg Imp.
19.77 MPG (AS),10.20 L/100 km,1.11 L/10km
2.13 L/10km,not-available,14.52 mpg Imp.
0.93 L/10km,7.00 L/100 km,12.10 km/L
10.10 km per L,0.77 L/10km,0.89 L/10km
16.40 L/100 km,25.00 mpg Imp.,14.11 liters per 100 km
17.88 mpg Imp.,10.50 L/100 km,13.41 L/100 km
20.10 MPG (AS),9.40 liters per 100 km,10.66 liters per 100 km
25.68 mpg Imp.,6.90 L/100 km,30.86 mpg Imp.
27.35 MPG (AS),14.49 km per L,12.76 km per L
21.20 L/100km,8.62 km per L,16.73 mpg Imp.
1.15 L/10km,14.71 km per L,10.66 km per L
1.14 L/10km,0.70 L/10km,9.42 L/100km
12.99 km/L,,7.07 L/100km
1.42 L/10km,22.84 MPG (AS),12.45 liters per 100 km
7.75 km per L,0.83 L/10km,21.72 MPG (AS)
28.82 mpg Imp.,0.78 L/10km,0.89 L/10km
16.10 L/100 km,11.40 L/100km,7.15 km/L
10.60 liters per 100 km,7.30 L/100 km,9.12 L/100 km
1.08 L/10km,0.79 L/10km,9.49 liters per 100 km
10.64 km/L,11.11 km/L,25.51 MPG (AS)
16.40 L/100km,1.40 L/10km,18.44 mpg Imp.
9.80 liters per 100 km,42.80 mpg Imp.,8.36 L/100 km
2.30 L/10km,19.00 liters per 100 km,4.72 km/L
22.60 mpg Imp.,7.90 L/100 km,10.43 L/100 km
21.38 MPG (AS),9.40 liters per 100 km,9.73 km/L
9.10 L/100km,7.00 L/100km,8.15 L/100km
,9.17 km per L,6.73 km/L
23.15 mpg Imp.,0.79 L/10km,9.74 km per L
10.90 L/100 km,28.68 MPG (AS),0.97 L/10km
16.10 L/100km,10.10 liters per 100 km,7.46 km/L
1.49 L/10km,29.04 MPG (AS),11.84 liters per 100 km
23.52 MPG (AS),10.53 km per L,0.98 L/10km
1.59 L/10km,9.43 km per L,20.90 mpg Imp.
1.90 L/10km,8.60 liters per 100 km,6.98 km per L
10.10 km per L,38.17 mpg Imp.,26.81 MPG (AS)
11.20 L/100 km,31.04 mpg Imp.,1.03 L/10km
8.33 km/L,11.76 km/L,27.10 mpg Imp.
5.59 km per L,12.80 L/100 km,6.41 km per L
17.50 L/100 km,1.06 L/10km,14.39 liters per 100 km
7.69 km/L,1.03 L/10km,8.49 km per L
9.09 km per L,12.10 L/100 km,1.15 L/10km
15.40 L/100 km,9.20 liters per 100 km,1.26 L/10km
13.60 MPG (AS),26.65 mpg Imp.,14.29 liters per 100 km
26.65 mpg Imp.,0.85 L/10km,0.97 L/10km
11.60 L/100km,7.50 liters per 100 km,9.76 L/100km
8.40 L/100km,36.19 MPG (AS),31.17 MPG (AS)
19.20 L/100km,13.20 liters per 100 km,6.06 km/L
7.94 km per L,36.69 mpg Imp.,27.17 mpg Imp.
19.50 liters per 100 km,1.04 L/10km,15.40 L/100km
7.90 L/100km,6.10 L/100km,0.71 L/10km
10.00 L/100km,9.90 L/100km,23.63 MPG (AS)
12.90 L/100 km,7.90 liters per 100 km,10.65 L/100 km
6.67 km per L,8.30 liters per 100 km,8.34 km/L
15.11 mpg Imp.,19.20 L/100km,18.93 L/100km
14.08 MPG (AS),10.30 L/100 km,7.24 km per L
0.83 L/10km,7.60 L/100km,12.52 km per L
15.50 L/100km,17.55 MPG (AS),6.87 km/L
10.80 L/100km,12.05 km/L,0.97 L/10km
24.20 liters per 100 km,15.00 L/100 km,20.06 L/100 km
9.00 L/100 km,10.75 km per L,10.95 km/L
1.12 L/10km,8.60 L/100km,1.00 L/10km
12.20 liters per 100 km,9.90 liters per 100 km,21.07 MPG (AS)
22.07 mpg Imp.,0.77 L/10km,9.52 km per L
